0,40,0.404895,0.000449942
0,60,0.398506,0.000446378
0,80,0.389165,0.000441115
0,100,0.374977,0.000432999
0,120,0.356706,0.000422319
0,130,0.346556,0.000416267
0,140,0.334842,0.000409171
0,150,0.322911,0.000401815
0,200,0.263476,0.000362957
0,220,0.242097,0.00034792
0,240,0.223184,0.000334054
0,260,0.205798,0.000320779
0,280,0.19137,0.00030933
0,300,0.178357,0.000298628
0,350,0.152609,0.000276232
0,400,0.132765,0.000257648
0,450,0.118223,0.000243129
0,500,0.106413,0.000230666
0,600,0.0894435,0.000211475
0,700,0.0774245,0.000196754
0,800,0.06874,0.000185391
0,900,0.061542,0.000175417
0,1000,0.056172,0.000167589
0,1100,0.0516095,0.000160639
0,1200,0.0476295,0.00015432
0,1300,0.0443275,0.000148875
0,1400,0.0415105,0.000144067
0,1600,0.0368095,0.000135664
1,40,0.175607,0.000296317
1,60,0.192026,0.00030986
1,80,0.191387,0.000309344
1,100,0.185919,0.000304893
1,120,0.178303,0.000298582
1,130,0.173124,0.000294214
1,140,0.16723,0.000289163
1,150,0.161428,0.000284102
1,200,0.131334,0.000256256
1,220,0.120605,0.000245566
1,240,0.111502,0.000236116
1,260,0.103039,0.000226979
1,280,0.0956015,0.000218634
1,300,0.089172,0.000211154
1,350,0.076298,0.000195318
1,400,0.06643,0.00018225
1,450,0.059265,0.000172141
1,500,0.053128,0.000162985
1,600,0.045051,0.000150085
1,700,0.039205,0.000140009
1,800,0.034504,0.000131347
1,900,0.031059,0.000124617
1,1000,0.0284315,0.00011923
1,1100,0.0261465,0.000114338
1,1200,0.0242965,0.000110219
1,1300,0.0227165,0.000106575
1,1400,0.021223,0.000103012
1,1600,0.0187385,9.67949e-05
2,40,0.104578,0.000228668
2,60,0.11243,0.000237097
2,80,0.112602,0.000237278
2,100,0.10954,0.00023403
2,120,0.105258,0.00022941
2,130,0.102615,0.000226512
2,140,0.099279,0.000222799
2,150,0.0961435,0.000219253
2,200,0.0784605,0.000198066
2,220,0.0729505,0.000190985
2,240,0.067111,0.000183182
2,260,0.0621715,0.000176312
2,280,0.0573315,0.00016931
2,300,0.053444,0.000163469
2,350,0.045996,0.000151651
2,400,0.0402875,0.000141929
2,450,0.035819,0.000133826
2,500,0.032156,0.000126799
